tree_dbh_cm,tree_dbh_inch,tree_basal_area_sqft,basal_area_per_acre_sqft,Transect,Plot,Species_common name,Species,Tree_tag,Latitude ,Longitude,elevation_m_NAVD88,elevation_m_MHW,elevation_m_MSL,ns1:ele,ns1:time2,notes,Unnamed: 17,Unnamed: 18
3.5,1.3779535,0.010355814395876912,0.20711628791753825,1.0,1.0,Black gum,Nyssa sylvatica,769.0,40.694067,-73.273042,0.65,0.479,0.646,12.484466,2024-10-11T15:29:59Z,,,
4.1,1.6141741,0.014210713468954358,0.28421426937908717,1.0,1.0,Black gum,Nyssa sylvatica,770.0,40.69407,-73.272995,0.6,0.429,0.596,10.151793,2024-10-11T15:26:28Z,,,
4.3,1.6929143,0.015630939443246047,0.31261878886492095,1.0,1.0,Black gum,Nyssa sylvatica,771.0,40.69415,-73.272982,0.61,0.439,0.606,14.947768,2024-10-11T16:00:58Z,,,
4.4,1.7322844000000002,0.01636641360850425,0.327328272170085,1.0,1.0,Black gum,Nyssa sylvatica,773.0,40.694157,-73.273017,0.67,0.499,0.666,14.16399,2024-10-11T15:56:21Z,,,
4.4,1.7322844000000002,0.01636641360850425,0.327328272170085,1.0,1.0,Black gum,Nyssa sylvatica,772.0,40.694157,-73.273017,0.67,0.499,0.666,16.552647,2024-10-11T15:57:16Z,,Total Basal Area=,Total TPA =
4.8,1.8897648,0.019477384790286045,0.3895476958057209,1.0,1.0,Black gum,Nyssa sylvatica,775.0,40.694106,-73.273101,0.59,0.419,0.586,12.475135,2024-10-11T15:32:47Z,,,
4.8,1.8897648,0.019477384790286045,0.3895476958057209,1.0,1.0,Black gum,Nyssa sylvatica,774.0,40.694157,-73.273017,0.67,0.499,0.666,16.729931,2024-10-11T15:57:30Z,,18.460224019733953,369.204480394679
5.1,2.0078751,0.021988141423408856,0.4397628284681771,1.0,1.0,Black gum,Nyssa sylvatica,776.0,40.694157,-73.273017,0.67,0.499,0.666,16.039459,2024-10-11T15:56:50Z,,,
5.3,2.0866153,0.02374651643919857,0.47493032878397134,1.0,1.0,Black gum,Nyssa sylvatica,777.0,40.694089,-73.273147,0.54,0.369,0.536,11.924624,2024-10-11T15:32:04Z,,,
5.4,2.1259854000000002,0.02465106512520578,0.4930213025041156,1.0,1.0,Black gum,Nyssa sylvatica,779.0,40.694082,-73.273001,0.6,0.429,0.596,13.510841,2024-10-11T15:27:13Z,,,
5.4,2.1259854000000002,0.02465106512520578,0.4930213025041156,1.0,1.0,Black gum,Nyssa sylvatica,778.0,40.694111,-73.273176,0.54,0.369,0.536,12.157891,2024-10-11T15:31:10Z,,,
5.7,2.2440957000000004,0.02746615589567681,0.5493231179135362,1.0,1.0,Black gum,Nyssa sylvatica,780.0,40.694063,-73.273129,0.58,0.409,0.576,12.923008,2024-10-11T15:33:42Z,,,
6.6,2.5984266,0.03682443061913454,0.7364886123826908,1.0,1.0,Black gum,Nyssa sylvatica,781.0,40.694157,-73.273017,0.67,0.499,0.666,14.807808,2024-10-11T15:57:00Z,,,
7.1,2.7952771,0.04261523295478816,0.8523046590957633,1.0,1.0,Black gum,Nyssa sylvatica,782.0,40.694157,-73.273017,0.67,0.499,0.666,16.86989,2024-10-11T15:56:36Z,,,
7.3,2.8740173,0.04504990605357393,0.9009981210714786,1.0,1.0,Black gum,Nyssa sylvatica,783.0,40.69407,-73.272995,0.6,0.429,0.596,13.044307,2024-10-11T15:26:57Z,,,
7.5,2.9527575,0.04755220896065929,0.9510441792131857,1.0,1.0,Black gum,Nyssa sylvatica,784.0,40.694056,-73.273018,0.63,0.459,0.626,12.783048,2024-10-11T15:37:21Z,,,
7.6,2.9921276,0.048828721592314314,0.9765744318462863,1.0,1.0,Black gum,Nyssa sylvatica,785.0,40.694067,-73.273042,0.65,0.479,0.646,13.734778,2024-10-11T15:28:59Z,,,
8.2,3.2283482,0.05684285387581743,1.1368570775163487,1.0,1.0,Black gum,Nyssa sylvatica,786.0,40.694157,-73.273017,0.67,0.499,0.666,14.275958,2024-10-11T15:56:13Z,,,
8.4,3.3070884000000005,0.05964949092025102,1.1929898184050205,1.0,1.0,Black gum,Nyssa sylvatica,787.0,40.694157,-73.273017,0.67,0.499,0.666,15.311666,2024-10-11T15:55:59Z,,,
8.8,3.4645688000000003,0.065465654434017,1.30931308868034,1.0,1.0,Black gum,Nyssa sylvatica,788.0,40.694093,-73.27303,0.61,0.439,0.606,15.64757,2024-10-11T16:11:03Z,,,
9.0,3.5433090000000003,0.06847518090334938,1.3695036180669875,1.0,1.0,Black gum,Nyssa sylvatica,789.0,40.69407,-73.272995,0.6,0.429,0.596,12.045923,2024-10-11T15:26:42Z,,,
10.5,4.1338605,0.0932023295628922,1.864046591257844,1.0,1.0,Black gum,Nyssa sylvatica,790.0,40.694118,-73.272989,0.62,0.449,0.616,14.929107,2024-10-11T16:03:40Z,,,
10.6,4.1732306,0.09498606575679427,1.8997213151358854,1.0,1.0,Black gum,Nyssa sylvatica,791.0,40.694157,-73.273017,0.67,0.499,0.666,14.061353,2024-10-11T15:55:46Z,,,
10.8,4.2519708000000005,0.09860426050082312,1.9720852100164623,1.0,1.0,Black gum,Nyssa sylvatica,800.0,40.694075,-73.272993,0.6,0.429,0.596,11.411436,2024-10-11T15:25:56Z,,,
11.5,4.5275615,0.1118005268452834,2.2360105369056678,1.0,1.0,Black gum,Nyssa sylvatica,792.0,40.694123,-73.272986,0.62,0.449,0.616,14.938437,2024-10-11T16:05:55Z,,,
11.7,4.6063017,0.11572305572666045,2.314461114533209,1.0,1.0,Black gum,Nyssa sylvatica,793.0,40.69417,-73.272964,0.61,0.439,0.606,14.985091,2024-10-11T15:55:19Z,,,
12.0,4.724412,0.12173365493928777,2.434673098785755,1.0,1.0,Black gum,Nyssa sylvatica,794.0,40.694093,-73.273002,0.6,0.429,0.596,16.123436,2024-10-11T16:12:51Z,,,
13.0,5.118113,0.14286797003291413,2.8573594006582823,1.0,1.0,Black gum,Nyssa sylvatica,796.0,40.694078,-73.273004,0.6,0.429,0.596,11.271476,2024-10-11T15:27:25Z,,,
13.0,5.118113,0.14286797003291413,2.8573594006582823,1.0,1.0,Black gum,Nyssa sylvatica,795.0,40.694076,-73.273022,0.64,0.469,0.636,15.824853,2024-10-11T16:07:48Z,,,
15.1,5.9448851000000005,0.19275340737990979,3.8550681475981956,1.0,1.0,Black gum,Nyssa sylvatica,797.0,40.694076,-73.273022,0.64,0.469,0.636,15.628909,2024-10-11T16:09:25Z,,,
23.9,9.4094539,0.4828852849852123,9.657705699704247,1.0,1.0,Black gum,Nyssa sylvatica,798.0,40.694092,-73.273134,0.54,0.369,0.536,13.08163,2024-10-11T15:38:49Z,,,
39.3,15.4724493,1.3056695327581982,26.113390655163965,1.0,1.0,Black gum,Nyssa sylvatica,799.0,40.694063,-73.273129,0.58,0.409,0.576,12.587103,2024-10-11T15:34:36Z,,,
3.0,1.181103,0.007608353433705486,0.1521670686741097,1.0,2.0,Black cherry,Prunus serotina,745.0,40.694219,-73.272942,0.7,0.529,0.696,22.029764,2024-10-11T17:01:38Z,,,
4.3,1.6929143,0.015630939443246047,0.31261878886492095,1.0,2.0,Black cherry,Prunus serotina,741.0,,,,,,,,Missing LatLong on GPS,,
4.4,1.7322844000000002,0.01636641360850425,0.327328272170085,1.0,2.0,Black gum,Nyssa sylvatica,755.0,40.69418,-73.272909,0.7,0.529,0.696,19.706421,2024-10-11T16:48:27Z,,,
4.5,1.7716545000000001,0.017118795225837345,0.3423759045167469,1.0,2.0,Black gum,Nyssa sylvatica,767.0,40.694244,-73.272843,0.77,0.599,0.766,16.785915,2024-10-11T16:23:50Z,,,
4.5,1.7716545000000001,0.017118795225837345,0.3423759045167469,1.0,2.0,Black gum,Nyssa sylvatica,752.0,40.694244,-73.272949,0.72,0.549,0.716,20.602167,2024-10-11T16:52:03Z,,,
4.5,1.7716545000000001,0.017118795225837345,0.3423759045167469,1.0,2.0,Black gum,Nyssa sylvatica,742.0,40.694251,-73.272901,0.81,0.639,0.806,23.168108,2024-10-11T17:11:56Z,,,
4.8,1.8897648,0.019477384790286045,0.3895476958057209,1.0,2.0,Black gum,Nyssa sylvatica,754.0,40.694233,-73.272943,0.72,0.549,0.716,20.592836,2024-10-11T16:49:38Z,,,
5.4,2.1259854000000002,0.02465106512520578,0.4930213025041156,1.0,2.0,Black gum,Nyssa sylvatica,759.0,40.694215,-73.272832,0.8,0.629,0.796,19.323862,2024-10-11T16:43:47Z,,,
5.7,2.2440957000000004,0.02746615589567681,0.5493231179135362,1.0,2.0,Black gum,Nyssa sylvatica,766.0,40.694267,-73.272794,0.84,0.669,0.836,16.767254,2024-10-11T16:25:58Z,,,
5.9,2.3228359000000003,0.029427420336365334,0.5885484067273067,1.0,2.0,Black gum,Nyssa sylvatica,765.0,40.694267,-73.272794,0.84,0.669,0.836,16.916544,2024-10-11T16:27:47Z,,,
6.0,2.362206,0.030433413734821942,0.6086682746964388,1.0,2.0,Black gum,Nyssa sylvatica,762.0,40.694255,-73.272793,0.76,0.589,0.756,18.288157,2024-10-11T16:33:40Z,,,
6.9,2.7165369000000004,0.04024818966430203,0.8049637932860405,1.0,2.0,Black gum,Nyssa sylvatica,751.0,40.694228,-73.272875,0.73,0.559,0.726,20.415554,2024-10-11T16:53:13Z,,,
7.3,2.8740173,0.04504990605357393,0.9009981210714786,1.0,2.0,Black gum,Nyssa sylvatica,758.0,40.694242,-73.272851,0.77,0.599,0.766,17.700323,2024-10-11T16:22:06Z,,,
8.0,3.149608,0.054103846639683456,1.0820769327936692,1.0,2.0,Black gum,Nyssa sylvatica,763.0,40.694237,-73.272878,0.81,0.639,0.806,19.510477,2024-10-11T16:44:57Z,,,
9.0,3.5433090000000003,0.06847518090334938,1.3695036180669875,1.0,2.0,Black gum,Nyssa sylvatica,764.0,40.694216,-73.272805,0.8,0.629,0.796,18.08288,2024-10-11T16:32:02Z,,,
9.0,3.5433090000000003,0.06847518090334938,1.3695036180669875,1.0,2.0,Black gum,Nyssa sylvatica,757.0,40.694196,-73.27292,0.7,0.529,0.696,18.101542,2024-10-11T16:30:41Z,,,
9.5,3.7401595000000003,0.07629487748799113,1.5258975497598226,1.0,2.0,Black gum,Nyssa sylvatica,760.0,40.694237,-73.272878,0.81,0.639,0.806,19.790398,2024-10-11T16:46:19Z,,,
11.0,4.330711,0.10229008505315151,2.0458017010630303,1.0,2.0,Black gum,Nyssa sylvatica,750.0,40.694215,-73.272832,0.8,0.629,0.796,18.390793,2024-10-11T16:42:29Z,,,
15.1,5.9448851000000005,0.19275340737990979,3.8550681475981956,1.0,2.0,Black gum,Nyssa sylvatica,744.0,40.694281,-73.272891,0.87,0.699,0.866,20.546183,2024-10-11T16:54:28Z,,,
25.4,10.0000054,0.5454005890321589,10.908011780643179,1.0,2.0,Black gum,Nyssa sylvatica,747.0,40.694296,-73.272818,0.86,0.689,0.856,22.608267,2024-10-11T17:07:57Z,,,
27.8,10.9448878,0.6533377630783275,13.066755261566549,1.0,2.0,Red maple,Acer rubrum ,748.0,40.694291,-73.272934,0.82,0.649,0.816,20.882088,2024-10-11T16:58:54Z,,,
30.9,12.1653609,0.8071702157818149,16.1434043156363,1.0,2.0,Red maple,Acer rubrum ,753.0,40.694295,-73.272924,0.82,0.649,0.816,20.872757,2024-10-11T16:58:03Z,,,
31.3,12.3228413,0.828203086162992,16.56406172325984,1.0,2.0,Black gum,Nyssa sylvatica,756.0,40.694233,-73.272943,0.72,0.549,0.716,20.779451,2024-10-11T16:50:50Z,,,
35.7,14.055125700000001,1.077418929747034,21.54837859494068,1.0,2.0,Black gum,Nyssa sylvatica,761.0,40.69418,-73.272909,0.7,0.529,0.696,19.893034,2024-10-11T16:47:17Z,,,
35.7,14.055125700000001,1.077418929747034,21.54837859494068,1.0,2.0,Pitch pine,Pinus rigida,743.0,40.694262,-73.27287,0.81,0.639,0.806,19.015949,2024-10-11T16:35:49Z,,,
37.3,14.685047299999999,1.176158449864456,23.52316899728912,1.0,2.0,Black gum,Nyssa sylvatica,749.0,40.694255,-73.272813,0.84,0.669,0.836,23.233423,2024-10-11T17:08:47Z,,,
39.6,15.5905596,1.325679502288844,26.51359004577688,1.0,2.0,Red maple,Acer rubrum ,746.0,40.694265,-73.272883,0.83,0.659,0.826,20.732798,2024-10-11T16:57:02Z,,,
41.5,16.3385915,1.4559429667999193,29.118859335998387,1.0,2.0,Red maple,Acer rubrum ,768.0,40.694219,-73.272942,0.7,0.529,0.696,21.357954,2024-10-11T17:00:25Z,,,
2.2,0.8661422000000001,0.0040916034021260626,0.08183206804252124,1.0,3.0,Black cherry,Prunus serotina,731.0,40.694396,-73.272667,1.12,0.949,1.116,28.44928,2024-10-11T17:43:49Z,,,
2.4,0.9448824,0.004869346197571511,0.09738692395143023,1.0,3.0,Black cherry,Prunus serotina,733.0,40.694389,-73.272695,1.16,0.989,1.156,27.796131,2024-10-11T17:41:05Z,,,
2.8,1.1023628,0.006627721213361224,0.13255442426722447,1.0,3.0,Black cherry,Prunus serotina,732.0,40.694389,-73.272695,1.16,0.989,1.156,28.132036,2024-10-11T17:42:15Z,,,
3.0,1.181103,0.007608353433705486,0.1521670686741097,1.0,3.0,Black cherry,Prunus serotina,734.0,40.694405,-73.27269,1.2,1.029,1.196,27.758808,2024-10-11T17:40:02Z,,,
4.3,1.6929143,0.015630939443246047,0.31261878886492095,1.0,3.0,Black cherry,Prunus serotina,740.0,40.694393,-73.272799,1.02,0.849,1.016,26.415188,2024-10-11T17:29:15Z,Hornets nest in Red Maple near tree ,,
4.8,1.8897648,0.019477384790286045,0.3895476958057209,1.0,3.0,Black cherry,Prunus serotina,738.0,40.694393,-73.272799,1.02,0.849,1.016,26.919046,2024-10-11T17:32:44Z,,,
5.4,2.1259854000000002,0.02465106512520578,0.4930213025041156,1.0,3.0,Black cherry,Prunus serotina,737.0,40.69449,-73.272652,0.98,0.809,0.976,28.635893,2024-10-11T17:44:49Z,,,
17.0,6.6929170000000004,0.24431268248232063,4.886253649646413,1.0,3.0,Black cherry,Prunus serotina,729.0,40.694476,-73.272638,0.98,0.809,0.976,29.456993,2024-10-11T17:46:05Z,,,
25.9,10.1968559,0.5670843963182195,11.34168792636439,1.0,3.0,Black cherry,Prunus serotina,737.0,40.694429,-73.27274,1.16,0.989,1.156,26.872393,2024-10-11T17:34:25Z,,,
46.5,18.3070965,1.8279069124477427,36.558138248954855,1.0,3.0,Black gum,Nyssa sylvatica,739.0,40.694393,-73.272799,1.02,0.849,1.016,27.366919,2024-10-11T17:30:16Z,,,
52.3,20.5905623,2.3123392292978084,46.24678458595617,1.0,3.0,Red maple,Acer rubrum ,736.0,40.69436,-73.272753,1.02,0.849,1.016,27.581526,2024-10-11T17:35:54Z,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,40.695786,-73.268907,,,,,,
