tree_dbh_cm,tree_dbh_inch,tree_basal_area_sqft,basal_area_per_acre_sqft,Transect,Plot,Species_common name,Species,Tree_tag,Latitude ,Longitude,elevation_m_NAVD88,elevation_m_MHW,elevation_m_MSL,ns1:ele,ns1:time2,notes
29.0,11.417329,0.7109583597495905,14.219167194991812,1,1,Black gum,,1901,40.7146270293742,-73.2108040340244,,,,13.454858,2025-08-31T18:40:23Z,
23.3,9.173233300000001,0.45894433284715247,9.17888665694305,1,1,Black gum,,1902,40.7145820185542,-73.2108770404011,,,,9.31203099999999,2025-08-31T18:33:46Z,
11.8,4.645671800000001,0.11770968134546134,2.3541936269092267,1,1,Black gum,,1903,40.7146359980106,-73.2108349632471,,,,9.479982,2025-08-31T18:31:59Z,
26.7,10.5118167,0.6026576754838116,12.053153509676232,1,1,,,1904,40.7146299630403,-73.2108259946107,,,,9.675927,2025-08-31T18:31:19Z,
33.6,13.228353600000002,0.9543918547240163,19.087837094480328,1,1,Black gum,,1906,40.7145950105041,-73.2107939757406,,,,10.683642,2025-08-31T18:29:47Z,
27.3,10.748037300000002,0.6300477478451515,12.60095495690303,1,1,Black gum,,1907,40.7145950105041,-73.2107969932258,,,,9.069432,2025-08-31T18:29:12Z,
22.6,8.897642600000001,0.4317825110888239,8.635650221776478,1,1,Black gum,,1908,40.714637003839,-73.2107300218194,,,,9.479982,2025-08-31T18:25:03Z,
7.1,2.7952771,0.04261523295478816,0.8523046590957633,1,1,Black gum,,1909,40.7146309688687,-73.210729015991,,,,9.153409,2025-08-31T18:24:23Z,
26.0,10.236226,0.5714718801316565,11.42943760263313,1,1,Black gum,,1910,40.7146319746971,-73.2107190415263,,,,10.198446,2025-08-31T18:23:26Z,
26.1,10.275596100000001,0.5758762713971683,11.517525427943367,1,1,Black gum,,1911,40.7146349921822,-73.210713006556,,,,10.282422,2025-08-31T18:22:44Z,
13.7,5.3937037,0.15866798399690915,3.173359679938183,1,1,Black gum,,1912,40.714637003839,-73.2107160240411,,,,9.629274,2025-08-31T18:22:05Z,
27.3,10.748037300000002,0.6300477478451515,12.60095495690303,1,1,Black gum,,1913,40.7146120257675,-73.2106959912925,,,,8.276323,2025-08-31T18:21:15Z,
7.4,2.9133874000000004,0.04629260378107917,0.9258520756215833,1,1,Holly,,1914,40.7145929988473,-73.2106929738074,,,,9.05077099999999,2025-08-31T18:20:23Z,
11.9,4.685041900000001,0.11971321441633713,2.3942642883267427,1,1,Black gum,,1915,40.7146069966256,-73.210691967979,,,,10.0398239999999,2025-08-31T18:18:47Z,
31.7,12.480321700000001,0.8495064757773674,16.99012951554735,1,1,Black gum,,1916,40.7146019674837,-73.2106959912925,,,,10.1051389999999,2025-08-31T18:18:11Z,
21.0,8.267721,0.3728093182515688,7.456186365031376,1,1,Black gum,,1917,40.7146009616553,-73.2106969971209,,,,9.144078,2025-08-31T18:17:29Z,
14.0,5.511814,0.1656930303340306,3.313860606680612,1,1,Holly,,1918,40.7145970221608,-73.2107120007276,,,,8.28565399999999,2025-08-31T18:16:23Z,
7.1,2.7952771,0.04261523295478816,0.8523046590957633,1,1,Holly,,1919,40.7145960163325,-73.2107410021126,,,,8.565575,2025-08-31T18:12:14Z,
5.2,2.0472452000000003,0.022858875205266263,0.45717750410532526,1,1,Red maple,,1920,40.7145950105041,-73.2107389904558,,,,9.862541,2025-08-31T18:11:19Z,
5.9,2.3228359000000003,0.029427420336365334,0.5885484067273067,1,1,Holly,,1921,40.7145990338176,-73.2107399962842,,,,8.322977,2025-08-31T18:10:28Z,
13.3,5.236223300000001,0.14953795987646262,2.9907591975292522,1,2,Red Maple,,1922,40.7147029694169,-73.2106710132211,,,,8.67754399999999,2025-08-31T18:07:06Z,
10.0,3.9370100000000003,0.08453726037450542,1.6907452074901084,1,2,Holly,,1923,40.714711016044,-73.2106829993426,,,,9.09742499999999,2025-08-31T18:06:09Z,
9.8,3.8582698000000004,0.081189584863675,1.6237916972735,1,2,Holly,,1924,40.7147100102156,-73.2106850109994,,,,9.890533,2025-08-31T18:05:43Z,
8.5,3.3464585000000002,0.06107817062058016,1.2215634124116033,1,2,Holly,,1925,40.7147120218724,-73.2106890343129,,,,8.248331,2025-08-31T18:05:05Z,
16.0,6.299216,0.21641538655873382,4.328307731174677,1,2,Holly,,1926,40.7147059869021,-73.2107049599289,,,,8.686874,2025-08-31T18:04:13Z,
21.2,8.3464612,0.3799442630271771,7.5988852605435415,1,2,Black gum,,1927,40.7147069927304,-73.2107160240411,,,,7.707151,2025-08-31T18:03:30Z,
28.2,11.1023682,0.6722741094022168,13.445482188044336,1,2,Black gum,,1928,40.714711016044,-73.2106969971209,,,,8.929472,2025-08-31T18:00:43Z,
30.8,12.1259908,0.801954266816708,16.03908533633416,1,2,Black gum,,1929,40.7147120218724,-73.2107040379196,,,,8.043056,2025-08-31T18:00:03Z,
24.2,9.5275642,0.49508401165725346,9.901680233145068,1,2,Black gum,,1930,40.7147100102156,-73.2107339613139,,,,8.294985,2025-08-31T17:57:18Z,
17.4,6.850397399999999,0.2559450095098525,5.11890019019705,1,2,Black gum,,1931,40.714727025479,-73.2107160240411,,,,7.259278,2025-08-31T17:56:23Z,
27.4,10.7874074,0.6346719359876366,12.693438719752733,1,2,Black gum,,1932,40.7147299591451,-73.2107789721339,,,,8.052387,2025-08-31T17:55:37Z,
28.7,11.2992187,0.6963249599787635,13.926499199575272,1,2,Black gum,,1933,40.7147329766303,-73.2107829954475,,,,8.080379,2025-08-31T17:54:43Z,
25.0,9.842525,0.5283578773406588,10.567157546813174,1,2,Black gum,,1934,40.714747980237,-73.2107570115476,,,,8.49093,2025-08-31T17:53:44Z,
27.5,10.8267775,0.6393130315821971,12.786260631643941,1,2,Black gum,,1935,40.7147739641368,-73.2107560057193,,,,7.875104,2025-08-31T17:52:56Z,
18.5,7.283468500000001,0.28932877363174475,5.786575472634895,1,2,Black gum,,1936,40.7147860340774,-73.2107349671423,,,,7.940419,2025-08-31T17:51:11Z,
17.7,6.9685077,0.2648467830272879,5.296935660545758,1,2,Black gum,,1937,40.7147690188139,-73.2107150182127,,,,8.714866,2025-08-31T17:50:23Z,
20.8,8.188980800000001,0.3657420032842602,7.314840065685204,1,2,Black gum,,1938,40.7147749699652,-73.2106990087777,,,,8.00573299999999,2025-08-31T17:49:28Z,
19.0,7.480319000000001,0.3051795099519645,6.1035901990392905,1,2,Black gum,,1939,40.7148000318557,-73.2107069715857,,,,7.585853,2025-08-31T17:48:42Z,
21.3,8.385831300000001,0.38353709659309365,7.670741931861873,1,2,Black gum,,1940,40.7147840224206,-73.2106539979577,,,,8.789512,2025-08-31T17:45:16Z,
29.4,11.5748094,0.7307062637730748,14.614125275461497,1,2,Black gum,,1941,40.7147980201989,-73.210631031543,,,,7.940419,2025-08-31T17:44:15Z,
37.6,14.803157600000002,1.1951539722706077,23.903079445412153,1,2,Black gum,,1942,40.7147810049355,-73.2106249965727,,,,8.976126,2025-08-31T17:42:59Z,
49.6,19.527569600000003,2.0797518648294324,41.59503729658865,1,2,Black gum,,1943,40.7147879619151,-73.2106219790875,,,,9.694589,2025-08-31T17:40:00Z,
17.0,6.6929170000000004,0.24431268248232063,4.886253649646413,1,2,Black gum,,1950,40.7147830165922,-73.2106209732592,,,,9.815887,2025-08-31T17:41:30Z,
50.2,19.763790200000003,2.130372776341686,42.60745552683372,1,3,Black gum,,1944,40.7148449588567,-73.2106329593807,,,,10.086478,2025-08-31T17:34:08Z,
33.4,13.1496134,0.9430638618338323,18.861277236676646,1,3,Black gum,,1945,40.7148759718984,-73.2105400040745,,,,9.68525799999999,2025-08-31T17:28:53Z,
53.3,20.9842633,2.401610576253286,48.03221152506572,1,3,Black gum,,1946,40.7148720324039,-73.2105339691042,,,,10.394391,2025-08-31T17:29:11Z,
31.0,12.204731,0.8124030721989969,16.24806144397994,1,3,Black gum,,1947,40.7148710265755,-73.2105310354381,,,,10.077147,2025-08-31T17:29:33Z,
18.0,7.0866180000000005,0.2739007236133975,5.47801447226795,1,3,Black gum,,1948,40.7148720324039,-73.210544027388,,,,12.605764,2025-08-31T17:28:30Z,
28.7,11.2992187,0.6963249599787635,13.926499199575272,1,3,Black gum,,1949,40.7149069849401,-73.2105329632759,,,,9.75057299999999,2025-08-31T17:32:20Z,
